0.07 -0.975 0.007875 2.9221e-018
0.07 -0.975 0.00825 -1.27607e-018
0.07 -0.975 0.008625 3.96694e-018
0.07 -0.975 0.009 1.22437e-018
0.07 -0.975 0.009375 3.5408e-018
0.07 -0.975 0.00975 2.04042e-018
0.07 -0.975 0.010125 -2.64422e-018
0.07 -0.975 0.0105 1.24057e-018
0.07 -0.975 0.010875 4.79881e-019
0.07 -0.975 0.01125 2.42836e-018
0.07 -0.975 0.011625 6.56076e-018
0.07 -0.975 0.012 -6.80454e-018
0.07 -0.975 0.012375 3.61701e-018
0.07 -0.975 0.01275 -3.67646e-019
0.07 -0.975 0.013125 -2.77361e-018
0.07 -0.975 0.0135 -7.10637e-019
0.07 -0.975 0.013875 3.99184e-018
0.07 -0.975 0.01425 -6.09176e-019
0.07 -0.975 0.014625 -8.76293e-019
0.07 -0.95 0.007875 -2.77472e-018
0.07 -0.95 0.00825 -2.49831e-018
0.07 -0.95 0.008625 -8.63086e-019
0.07 -0.95 0.009 -1.42727e-018
0.07 -0.95 0.009375 -1.34269e-018
0.07 -0.95 0.00975 3.89891e-018
0.07 -0.95 0.010125 8.87928e-020
0.07 -0.95 0.0105 5.17974e-019
0.07 -0.95 0.010875 -3.71954e-018
0.07 -0.95 0.01125 -1.28561e-018
0.07 -0.95 0.011625 -8.20124e-019
0.07 -0.95 0.012 8.89324e-019
0.07 -0.95 0.012375 1.72499e-018
0.07 -0.95 0.01275 9.90798e-019
0.07 -0.95 0.013125 2.86197e-018
0.07 -0.95 0.0135 -1.09098e-018
0.07 -0.95 0.013875 -3.40536e-018
0.07 -0.95 0.01425 -4.85282e-020
0.07 -0.95 0.014625 3.3408e-019
0.07 -0.925 0.007875 5.71358e-019
0.07 -0.925 0.00825 -3.79122e-018
0.07 -0.925 0.008625 -4.12299e-018
0.07 -0.925 0.009 4.34621e-018
0.07 -0.925 0.009375 -4.08765e-018
0.07 -0.925 0.00975 -7.58786e-019
0.07 -0.925 0.010125 -7.52707e-019
0.07 -0.925 0.0105 -1.84051e-018
0.07 -0.925 0.010875 -2.56561e-018
0.07 -0.925 0.01125 -6.96485e-019
0.07 -0.925 0.011625 -7.56173e-019
0.07 -0.925 0.012 -6.59667e-018
0.07 -0.925 0.012375 -3.61571e-019
0.07 -0.925 0.01275 -3.62745e-018
0.07 -0.925 0.013125 3.35156e-018
0.07 -0.925 0.0135 -1.92395e-018
0.07 -0.925 0.013875 -5.61197e-019
0.07 -0.925 0.01425 1.64938e-018
0.07 -0.925 0.014625 -2.41248e-018
0.07 -0.9 0.007875 -2.23985e-018
0.07 -0.9 0.00825 1.54928e-018
0.07 -0.9 0.008625 2.07918e-018
0.07 -0.9 0.009 2.43668e-018
0.07 -0.9 0.009375 2.31467e-018
0.07 -0.9 0.00975 8.87277e-019
0.07 -0.9 0.010125 -3.42685e-018
0.07 -0.9 0.0105 8.36987e-019
0.07 -0.9 0.010875 2.22475e-018
0.07 -0.9 0.01125 3.43193e-018
0.07 -0.9 0.011625 2.64357e-018
0.07 -0.9 0.012 1.06912e-018
0.07 -0.9 0.012375 3.06228e-018
0.07 -0.9 0.01275 5.80754e-018
0.07 -0.9 0.013125 -1.16033e-018
0.07 -0.9 0.0135 1.59316e-018
0.07 -0.9 0.013875 -4.67798e-018
0.07 -0.9 0.01425 -4.3526e-018
0.07 -0.9 0.014625 -4.63937e-019
0.07 -0.875 0.007875 6.99391e-018
0.07 -0.875 0.00825 2.03991e-018
0.07 -0.875 0.008625 -5.31293e-020
0.07 -0.875 0.009 -2.28647e-018
0.07 -0.875 0.009375 4.55238e-018
0.07 -0.875 0.00975 1.06855e-018
0.07 -0.875 0.010125 8.33917e-018
0.07 -0.875 0.0105 4.31709e-018
0.07 -0.875 0.010875 2.04996e-018
0.07 -0.875 0.01125 -1.8486e-018
0.07 -0.875 0.011625 -3.01371e-018
0.07 -0.875 0.012 -1.08769e-018
0.07 -0.875 0.012375 2.60037e-018
0.07 -0.875 0.01275 -7.96638e-019
0.07 -0.875 0.013125 1.14706e-018
0.07 -0.875 0.0135 -1.46478e-018
0.07 -0.875 0.013875 4.94067e-018
0.07 -0.875 0.01425 -3.84829e-018
0.07 -0.875 0.014625 -2.09688e-018
0.07 -0.85 0.007875 1.06027e-018
0.07 -0.85 0.00825 8.54314e-019
0.07 -0.85 0.008625 4.11082e-018
0.07 -0.85 0.009 -1.37064e-018
0.07 -0.85 0.009375 -1.14218e-017
0.07 -0.85 0.00975 -1.36747e-018
0.07 -0.85 0.010125 -2.04828e-018
0.07 -0.85 0.0105 -3.83287e-018
0.07 -0.85 0.010875 1.71749e-018
0.07 -0.85 0.01125 2.73356e-018
0.07 -0.85 0.011625 -2.79861e-018
0.07 -0.85 0.012 8.77279e-019
0.07 -0.85 0.012375 -2.96516e-018
0.07 -0.85 0.01275 -1.28686e-018
0.07 -0.85 0.013125 7.42845e-019
0.07 -0.85 0.0135 -3.57265e-018
0.07 -0.85 0.013875 6.96879e-018
0.07 -0.85 0.01425 -9.96856e-020
0.07 -0.85 0.014625 -7.9613e-019
0.07 -0.825 0.007875 3.0217e-018
0.07 -0.825 0.00825 4.77476e-018
0.07 -0.825 0.008625 -2.80703e-018
0.07 -0.825 0.009 -5.29597e-018
0.07 -0.825 0.009375 3.29739e-018
0.07 -0.825 0.00975 -3.103e-018
0.07 -0.825 0.010125 -3.84892e-021
0.07 -0.825 0.0105 -2.88717e-018
0.07 -0.825 0.010875 7.35333e-019
0.07 -0.825 0.01125 9.75677e-019
0.07 -0.825 0.011625 -4.03428e-018
0.07 -0.825 0.012 2.25788e-019
0.07 -0.825 0.012375 3.5529e-018
0.07 -0.825 0.01275 4.82267e-018
0.07 -0.825 0.013125 8.67056e-018
0.07 -0.825 0.0135 2.68564e-018
0.07 -0.825 0.013875 2.25506e-018
0.07 -0.825 0.01425 2.8307e-018
0.07 -0.825 0.014625 -2.45994e-018
0.07 -0.8 0.007875 1.78706e-018
0.07 -0.8 0.00825 2.74101e-018
0.07 -0.8 0.008625 -6.6688e-018
