0.07 -0.975 0.000375 0.000250291
0.07 -0.975 0.00075 4.97079e-005
0.07 -0.975 0.001125 5.13302e-008
0.07 -0.975 0.0015 7.32238e-012
0.07 -0.975 0.001875 2.84524e-015
0.07 -0.975 0.00225 1.064e-016
0.07 -0.975 0.002625 5.72784e-019
0.07 -0.975 0.003 1.24514e-019
0.07 -0.975 0.003375 -1.17891e-018
0.07 -0.975 0.00375 3.46815e-018
0.07 -0.975 0.004125 8.28632e-018
0.07 -0.975 0.0045 4.90925e-018
0.07 -0.975 0.004875 2.50708e-019
0.07 -0.975 0.00525 -1.83955e-018
0.07 -0.975 0.005625 1.66485e-018
0.07 -0.975 0.006 -3.91183e-018
0.07 -0.975 0.006375 -6.25297e-018
0.07 -0.975 0.00675 1.42456e-018
0.07 -0.975 0.007125 5.6747e-018
0.07 -0.95 0.000375 0.00228488
0.07 -0.95 0.00075 6.89417e-005
0.07 -0.95 0.001125 2.40926e-006
0.07 -0.95 0.0015 3.29969e-006
0.07 -0.95 0.001875 3.50971e-010
0.07 -0.95 0.00225 2.01439e-016
0.07 -0.95 0.002625 4.6065e-018
0.07 -0.95 0.003 -5.37371e-019
0.07 -0.95 0.003375 -2.9079e-019
0.07 -0.95 0.00375 -2.14024e-018
0.07 -0.95 0.004125 -2.46317e-020
0.07 -0.95 0.0045 7.21245e-018
0.07 -0.95 0.004875 1.88552e-018
0.07 -0.95 0.00525 2.42167e-018
0.07 -0.95 0.005625 5.99531e-018
0.07 -0.95 0.006 3.20134e-018
0.07 -0.95 0.006375 1.02021e-017
0.07 -0.95 0.00675 1.88959e-018
0.07 -0.95 0.007125 -5.0994e-018
0.07 -0.925 0.000375 0.00422653
0.07 -0.925 0.00075 0.000215637
0.07 -0.925 0.001125 3.08558e-005
0.07 -0.925 0.0015 5.30296e-005
0.07 -0.925 0.001875 1.8786e-009
0.07 -0.925 0.00225 2.64389e-012
0.07 -0.925 0.002625 2.20813e-017
0.07 -0.925 0.003 5.57998e-019
0.07 -0.925 0.003375 5.32763e-019
0.07 -0.925 0.00375 1.14621e-018
0.07 -0.925 0.004125 -3.33395e-018
0.07 -0.925 0.0045 3.09595e-018
0.07 -0.925 0.004875 2.55969e-018
0.07 -0.925 0.00525 -4.08952e-018
0.07 -0.925 0.005625 -2.97278e-018
0.07 -0.925 0.006 1.49249e-018
0.07 -0.925 0.006375 -6.76237e-020
0.07 -0.925 0.00675 7.3093e-018
0.07 -0.925 0.007125 1.48636e-018
0.07 -0.9 0.000375 0.00759929
0.07 -0.9 0.00075 0.00144091
0.07 -0.9 0.001125 0.000154496
0.07 -0.9 0.0015 5.27495e-005
0.07 -0.9 0.001875 4.77237e-005
0.07 -0.9 0.00225 7.39197e-005
0.07 -0.9 0.002625 5.41168e-005
0.07 -0.9 0.003 1.19019e-016
0.07 -0.9 0.003375 1.16787e-013
0.07 -0.9 0.00375 -1.15253e-018
0.07 -0.9 0.004125 -2.81098e-018
0.07 -0.9 0.0045 -1.18153e-018
0.07 -0.9 0.004875 2.48773e-018
0.07 -0.9 0.00525 2.62324e-018
0.07 -0.9 0.005625 -5.26162e-018
0.07 -0.9 0.006 -1.14016e-018
0.07 -0.9 0.006375 6.81771e-018
0.07 -0.9 0.00675 -4.47527e-018
0.07 -0.9 0.007125 -4.82785e-018
0.07 -0.875 0.000375 0.00947211
0.07 -0.875 0.00075 0.00396699
0.07 -0.875 0.001125 0.000498615
0.07 -0.875 0.0015 3.81446e-005
0.07 -0.875 0.001875 3.39161e-005
0.07 -0.875 0.00225 5.16494e-008
0.07 -0.875 0.002625 1.5013e-011
